"","TLID","FEDIRP","FENAME","FETYPE","FEDIRS","FRADDL","TOADDL","FRADDR","TOADDR","p","geometry","ID"
"51",184643001,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.835863, 24.835363, 36.08562, 36.08562),52
"52",184643002,"N","Kakavaki","St",NA,4600,4648,4601,4699,2,c(24.836463, 24.836463, 36.08562, 36.08672),53
"53",184643003,"N","Medel","St",NA,4500,4598,4501,4599,2,c(24.835663, 24.835863, 36.08462, 36.08562),54
"54",184643004,"N","Delfon","St",NA,6500,6614,6501,6599,2,c(24.836463, 24.835863, 36.08562, 36.08562),55
"55",184643005,"N","Darluniau","St",NA,6500,6598,6501,6599,2,c(24.836463, 24.835663, 36.08462, 36.08462),56
"56",184643006,"N","Medel","St",NA,4300,4498,4301,4499,2,c(24.835763, 24.835663, 36.08282, 36.08462),57
"57",184643007,"N","Kakavaki","St",NA,4500,4598,4501,4599,2,c(24.836463, 24.836463, 36.08462, 36.08562),58
"58",184643008,"N","Delfon","St",NA,6400,6498,6351,6499,2,c(24.838263, 24.836463, 36.08562, 36.08562),59
"59",184643009,"N","Kakavaki","St",NA,4300,4498,4351,4499,2,c(24.836463, 24.836463, 36.08272, 36.08462),60
"60",184643010,"N","Darluniau","St",NA,6400,6498,6401,6499,2,c(24.837563, 24.836463, 36.08462, 36.08462),61
"61",184643012,"N","Carretera","St",NA,6500,6598,6501,6599,2,c(24.836463, 24.835763, 36.08272, 36.08282),62
"62",184643013,"N","Kakavaki","St",NA,4150,4298,4201,4349,2,c(24.836563, 24.836463, 36.08192, 36.08272),63
"63",184643014,"N","Kakavaki","St",NA,4000,4148,4001,4199,2,c(24.836363, 24.836563, 36.08002, 36.08192),64
"64",184643015,"N","Carnero","St",NA,6400,6498,6401,6499,2,c(24.837563, 24.836563, 36.08192, 36.08192),65
"65",184643017,"N","Camino","St",NA,6400,6498,6401,6499,2,c(24.837463, 24.836363, 36.08002, 36.08002),66
"66",184643047,"N","Kiprou","St",NA,2000,2206,1751,2299,2,c(24.824063, 24.824163, 36.06182, 36.06352),67
"67",184643048,"N","Anrop","St",NA,7308,7398,7301,7313,2,c(24.825963, 24.824163, 36.06352, 36.06352),68
"68",184643053,"N","Kiprou","St",NA,1700,1998,1701,1749,2,c(24.824163, 24.824063, 36.06032, 36.06182),69
"69",184643057,"N","Kiprou","St",NA,1500,1698,1501,1699,2,c(24.824263, 24.824163, 36.05852, 36.06032),71
"70",184643058,"N","Alfiou","St",NA,7300,7398,7301,7399,2,c(24.825663, 24.824163, 36.06022, 36.06032),72
"71",184643073,"N","Kiprou","St",NA,1300,1498,1301,1499,2,c(24.824363, 24.824263, 36.05662, 36.05852),74
"72",184643074,"N","Alamanas","St",NA,7300,7398,7301,7399,2,c(24.825663, 24.824263, 36.05852, 36.05852),75
"73",184643077,NA,"Kiprou","St",NA,1100,1298,1131,1299,2,c(24.824363, 24.824363, 36.05482, 36.05662),77
"74",184643082,"N","Achilleos","St",NA,7300,7398,7301,7399,2,c(24.825663, 24.824363, 36.05482, 36.05482),78
"75",184643091,"N","Undeg","Dr",NA,2490,2638,2415,2501,2,c(24.825463, 24.826263, 36.06502, 36.06622),79
"76",184643092,"N","Undeg","Dr",NA,2640,2698,2503,2699,2,c(24.826263, 24.826463, 36.06622, 36.06672),80
"77",184643093,"N","Arkadou","St",NA,7200,7298,6901,7299,2,c(24.827363, 24.826463, 36.06672, 36.06672),81
"78",184643094,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.826263, 24.826426, 36.06622, 36.066278),82
"79",184643095,"N","Arbete","St",NA,7200,7298,7201,7299,2,c(24.826163, 24.825463, 36.06522, 36.06502),83
"80",184643096,NA,"Karaiskaki","St",NA,NA,NA,NA,NA,2,c(24.827363, 24.827341, 36.06672, 36.066705),84
"81",184643097,NA,"Karaiskaki","St",NA,2599,2301,2598,2300,2,c(24.827341, 24.827363, 36.066705, 36.06352),85
"82",184643099,"N","Owena","Pl",NA,2958,3014,2915,3023,2,c(24.828944, 24.828303, 36.068391, 36.069139),86
"83",184643100,"N","Gata","Ln",NA,6999,6901,6998,6900,2,c(24.828944, 24.82812, 36.068391, 36.067819),87
"84",184643101,"N","Owena","Pl",NA,2912,2956,2823,2913,2,c(24.829981, 24.828944, 36.068162, 36.068391),88
"85",184643103,"N","Gawenoliau","Dr",NA,2500,2698,2401,2699,3,c(24.828263, 24.828663, 24.828863, 36.06482, 36.06592, 36.06682),89
"86",184643104,"N","Arkadou","St",NA,7000,7098,7001,7099,2,c(24.829263, 24.828863, 36.06692, 36.06682),90
"87",184643105,NA,"Ious","Cir","N",2600,2698,2601,2699,2,c(24.829263, 24.829263, 36.06642, 36.06692),91
"88",184643107,"N","Oveja","Ln",NA,6900,6998,6901,6999,2,c(24.829539, 24.829981, 36.067727, 36.068162),92
"89",184643111,"N","Narkissou","St",NA,6500,6598,6501,6599,2,c(24.835363, 24.834863, 36.07562, 36.07552),93
"90",184643112,"N","Narkissou","St",NA,6600,6698,6601,6699,2,c(24.834863, 24.833463, 36.07552, 36.07532),94
"91",184643113,"N","Owena","Pl",NA,2800,2830,2601,2661,2,c(24.831063, 24.831156, 36.06672, 36.067231),95
"92",184643114,"N","Artakis","St",NA,6700,6898,6701,6899,2,c(24.833216, 24.831156, 36.067201, 36.067231),96
"93",184643119,"N","Opalante","Dr",NA,2800,2998,2801,2999,2,c(24.836329, 24.83639, 36.067063, 36.068826),97
"94",184643121,"N","Opalante","Dr",NA,NA,NA,NA,NA,2,c(24.836253, 24.836329, 36.066896, 36.067063),98
"95",184643125,"N","Arkadiou","St",NA,6499,6301,6498,6300,2,c(24.836253, 24.839263, 36.066896, 36.06602),99
"96",184643127,"N","Kiprou","St",NA,2208,2398,2301,2399,2,c(24.824163, 24.824663, 36.06352, 36.06442),100
"97",184643128,"N","Undeg","Dr",NA,2442,2488,2387,2413,2,c(24.825724, 24.825463, 36.064645, 36.06502),101
"98",184643131,"N","Kanari","Cir",NA,2000,2098,2001,2099,2,c(24.825363, 24.824963, 36.06262, 36.06282),102
"99",184643132,"N","Karaiskaki","St",NA,2000,2248,2001,2249,2,c(24.824063, 24.825363, 36.06182, 36.06262),103
"100",184643133,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.825724, 24.826044, 36.064645, 36.064744),104
"101",184643134,"N","Anrop","St",NA,7214,7306,7251,7299,2,c(24.826563, 24.825963, 36.06362, 36.06352),105
"102",184643135,"N","Karaiskaki","St",NA,2250,2398,2251,2399,2,c(24.825363, 24.826563, 36.06262, 36.06362),106
"103",184643136,"N","Anrop","St",NA,7200,7212,7201,7249,2,c(24.827363, 24.826563, 36.06352, 36.06362),107
"104",184643137,"N","Anrop","St",NA,7100,7198,7151,7199,2,c(24.827763, 24.827363, 36.06352, 36.06352),108
"105",184643138,"N","Opalante","Dr",NA,1700,2248,1701,2249,2,c(24.824163, 24.827263, 36.06032, 36.06292),109
"106",184643139,"N","Gawenoliau","Dr",NA,1742,1782,1745,1775,2,c(24.828263, 24.827263, 36.06162, 36.06292),110
"107",184643140,NA,"Lonn","St",NA,1500,1698,1501,1699,2,c(24.825663, 24.825663, 36.05852, 36.06022),111
"108",184643141,NA,"Korai","Cir",NA,1300,1398,1301,1399,2,c(24.826963, 24.826363, 36.05912, 36.05962),112
"109",184643142,"N","Antoniadou","St",NA,7050,7098,7051,7099,2,c(24.828863, 24.828263, 36.06462, 36.06482),113
"110",184643143,"N","Opalante","Dr",NA,2300,2398,2301,2399,2,c(24.827763, 24.828863, 36.06352, 36.06462),114
"111",184643144,"N","Antoniadou","St",NA,7000,7048,6913,7049,2,c(24.830363, 24.828863, 36.06422, 36.06462),115
"112",184643145,"N","Opalante","Dr",NA,2250,2298,2251,2299,2,c(24.827263, 24.827763, 36.06292, 36.06352),116
"113",184643146,"N","Antoniadou","St",NA,6900,6998,6901,6911,2,c(24.831163, 24.830363, 36.06412, 36.06422),117
"114",184643147,NA,"Seranti","Dr",NA,1702,2398,1801,2399,3,c(24.830063, 24.829663, 24.830363, 36.06082, 36.06322, 36.06422),118
"115",184643148,"N","Lonn","St",NA,1700,1798,1701,1799,2,c(24.825663, 24.828263, 36.06022, 36.06162),119
"116",184643149,"N","Gawenoliau","Dr",NA,1700,1740,1701,1743,2,c(24.828363, 24.828263, 36.06032, 36.06162),120
"117",184643150,"N","Alfiou","St",NA,7100,7298,7101,7299,2,c(24.828363, 24.825663, 36.06032, 36.06022),121
"118",184643151,NA,"Gawenoliau","Dr",NA,1600,1698,1601,1699,2,c(24.828263, 24.828363, 36.05912, 36.06032),122
"119",184643152,"N","Alfiou","St",NA,7000,7098,7001,7099,2,c(24.830163, 24.828363, 36.06032, 36.06032),123
"120",184643153,NA,"Kozanis",NA,NA,1364,1398,1365,1399,2,c(24.826963, 24.828263, 36.05912, 36.05912),124
"121",184643154,"N","Gawenoliau","Dr",NA,1300,1598,1301,1343,2,c(24.827563, 24.828263, 36.05702, 36.05912),125
"122",184643155,NA,"Korbana",NA,NA,1300,1398,1301,1399,2,c(24.828963, 24.828263, 36.05742, 36.05912),126
"123",184643156,"N","Alm","St",NA,6900,6998,6901,6999,2,c(24.830763, 24.830063, 36.06122, 36.06082),127
"124",184643157,"N","Alm","St",NA,6800,6898,6801,6899,2,c(24.832163, 24.830763, 36.06122, 36.06122),128
"125",184643158,NA,"Seranti","Dr",NA,NA,NA,1701,1799,2,c(24.830163, 24.830063, 36.06032, 36.06082),129
"126",184643159,"N","Alfiou","St",NA,6900,6998,6851,6999,2,c(24.832063, 24.830163, 36.06032, 36.06032),130
"127",184643160,NA,"Lonn","St",NA,1300,1498,1301,1499,2,c(24.825663, 24.825663, 36.05672, 36.05852),131
"128",184643161,"N","Agiasou","St",NA,7300,7398,7301,7399,2,c(24.825663, 24.824363, 36.05672, 36.05662),132
"129",184643162,"N","Agiasou","St",NA,7200,7298,7201,7299,2,c(24.826663, 24.825663, 36.05662, 36.05672),133
"130",184643163,NA,"Lonn","St",NA,1140,1298,1127,1299,2,c(24.825663, 24.825663, 36.05482, 36.05672),134
"131",184643164,NA,"Kozanis",NA,NA,1300,1362,1301,1363,3,c(24.826863, 24.826363, 24.826963, 36.05722, 36.05762, 36.05912),135
"132",184643165,NA,"Kozanis",NA,NA,1154,1298,1155,1299,2,c(24.826663, 24.826863, 36.05662, 36.05722),136
"133",184643166,"N","Agiasou","St",NA,7100,7198,7101,7199,2,c(24.827563, 24.826863, 36.05702, 36.05722),137
"134",184643167,NA,"Kozanis",NA,NA,900,1152,901,1153,2,c(24.826663, 24.826663, 36.05552, 36.05662),138
"135",184643168,NA,"Gawenoliau","Dr",NA,1100,1298,1101,1299,2,c(24.827763, 24.827563, 36.05532, 36.05702),139
"136",184643169,"N","Lonn","St",NA,900,912,901,913,2,c(24.825763, 24.825756, 36.05302, 36.053151),140
"137",184643170,NA,"Sfaktirias","Ln","N",7322,7328,901,929,2,c(24.825763, 24.825413, 36.05302, 36.053166),141
"138",184643171,"N","Sialens","Pl",NA,7301,7307,7300,7306,5,c(24.827738, 24.826777, 24.826579, 24.826319, 24.82635, 36.051583, 36.05198, 36.052041, 36.051988, 36.051934),142
"139",184643174,NA,"Sfaktirias","Ln","N",900,928,7301,7321,7,c(24.827738, 24.827738, 24.827677, 24.827479, 24.82696, 24.826579, 24.825763, 36.051583, 36.052201, 36.052438, 36.052644, 36.05288, 36.052575, 36.05302),143
"140",184643175,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.826663, 24.826441, 36.05552, 36.054933),144
"141",184643176,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.82606, 24.826441, 36.054833, 36.054933),145
"142",184643177,NA,NA,NA,NA,NA,NA,NA,NA,2,c(24.826441, 24.827036, 36.054933, 36.054933),146
"143",184643178,"N","Agiasou","St",NA,7006,7098,7005,7099,2,c(24.828963, 24.827563, 36.05742, 36.05702),147
"144",184643179,"N","Agiasou","St",NA,7000,7004,7001,7003,2,c(24.829663, 24.828963, 36.05722, 36.05742),148
"145",184643180,NA,"Seranti","Dr",NA,1100,1298,1101,1299,2,c(24.828863, 24.829663, 36.05522, 36.05722),149
"146",184643181,"N","Agiasou","St",NA,6900,6998,6901,6999,2,c(24.830863, 24.829663, 36.05682, 36.05722),150
"147",184643182,NA,"Seranti","Dr",NA,1300,1698,1301,1699,3,c(24.829663, 24.830163, 24.830163, 36.05722, 36.05782, 36.06032),151
"148",184643183,"N","Achilleos","St",NA,7000,7098,7001,7099,2,c(24.828863, 24.827763, 36.05522, 36.05532),152
"149",184643185,"N","Achilleos","St",NA,6858,6998,6901,6999,2,c(24.830163, 24.828863, 36.05522, 36.05522),153
"150",184643186,"N","Ermou","St",NA,7000,7098,NA,NA,2,c(24.830163, 24.828763, 36.05292, 36.05292),154
"151",184643187,"N","Seranti","Dr",NA,630,698,639,699,2,c(24.828654, 24.828763, 36.051591, 36.05292),155
"152",184643188,"N","Achilleos","St",NA,6848,6856,6827,6899,2,c(24.831863, 24.830163, 36.05522, 36.05522),156
"153",184643189,"N","Lefkados","St",NA,600,898,601,899,2,c(24.830163, 24.830163, 36.05042, 36.05292),157
"154",184643190,"N","Mavromichali","Dr",NA,2400,2498,2401,2499,3,c(24.831163, 24.831163, 24.833063, 36.06412, 36.06482, 36.06522),158
"155",184643191,"N","Antoniadou","St",NA,6800,6898,6801,6899,2,c(24.832263, 24.831163, 36.06432, 36.06412),159
"156",184643192,"N","Antoniadou","St",NA,6700,6798,6701,6799,2,c(24.833663, 24.832263, 36.06422, 36.06432),160
"157",184643193,"N","Mavromichali","Dr",NA,1800,2398,1801,2399,3,c(24.830763, 24.830863, 24.831163, 36.06122, 36.06312, 36.06412),161
"158",184643194,"N","Komminon","Dr",NA,1800,2398,1801,2399,3,c(24.832163, 24.832363, 24.832263, 36.06122, 36.06352, 36.06432),162
"159",184643195,"N","Obil","St",NA,2130,2398,2301,2399,2,c(24.833663, 24.833663, 36.06342, 36.06422),163
"160",184643196,"N","Obil","St",NA,1700,2128,1701,2299,2,c(24.833663, 24.833663, 36.06032, 36.06342),164
"161",184643197,"N","Anrop","St",NA,6600,6698,6601,6699,2,c(24.834963, 24.833663, 36.06342, 36.06342),165
"162",184643198,NA,"Mavromichali","Dr",NA,1300,1374,1301,1399,2,c(24.830863, 24.831963, 36.05682, 36.05972),166
"163",184643199,NA,"Mavromichali","Dr",NA,1376,1698,1401,1699,2,c(24.831963, 24.832063, 36.05972, 36.06032),167
"164",184643200,"N","Alfiou","St",NA,6700,6898,6701,6849,2,c(24.833663, 24.832063, 36.06032, 36.06032),168
"165",184643201,"N","Konitsis","St",NA,1300,1398,1201,1399,3,c(24.832963, 24.832663, 24.831963, 36.05662, 36.05962, 36.05972),169
"166",184643202,"N","Medel","St",NA,1700,2298,1701,2299,2,c(24.834963, 24.834963, 36.06052, 36.06342),170
"167",184643203,"N","Anrop","St",NA,6500,6598,6501,6599,2,c(24.836263, 24.834963, 36.06352, 36.06342),171
"168",184643204,"N","Kakavaki","St",NA,1700,2298,1701,2299,2,c(24.836363, 24.836263, 36.06072, 36.06352),172
"169",184643205,"N","Anrop","St",NA,6400,6498,6401,6499,2,c(24.837563, 24.836263, 36.06352, 36.06352),173
"170",184643206,"N","Velestinou","Blvd",NA,6600,6698,6601,6699,2,c(24.834963, 24.833663, 36.06052, 36.06032),174
"171",184643207,"N","Velestinou","Blvd",NA,6576,6598,6575,6599,2,c(24.835463, 24.834963, 36.06062, 36.06052),175
"172",184643208,"N","Lakendra","Pky",NA,1650,1698,1313,1699,2,c(24.835663, 24.835463, 36.05982, 36.06062),176
"173",184643209,NA,"Filota","Rd",NA,1300,1398,1301,1399,3,c(24.834563, 24.834063, 24.835663, 36.05722, 36.05922, 36.05982),177
"174",184643210,"N","Velestinou","Blvd",NA,6500,6574,6501,6573,2,c(24.836363, 24.835463, 36.06072, 36.06062),178
"175",184643211,"N","Lakendra","Pky",NA,1600,1648,NA,NA,2,c(24.835963, 24.835663, 36.05952, 36.05982),179
"176",184643213,"N","Filippou","Pl",NA,6300,6398,6301,6399,3,c(24.838163, 24.837063, 24.835963, 36.05982, 36.05982, 36.05952),180
"177",184643214,NA,"Mavromichali","Dr",NA,1100,1298,1101,1299,2,c(24.830163, 24.830863, 36.05522, 36.05682),181
"178",184643215,"N","Agiasou","St",NA,6822,6898,6851,6899,2,c(24.831763, 24.830863, 36.05652, 36.05682),182
"179",184643216,NA,"Rambla","Ln",NA,1100,1298,1101,1299,2,c(24.831863, 24.831763, 36.05522, 36.05652),183
"180",184643217,"N","Agiasou","St",NA,6800,6820,6801,6849,2,c(24.832963, 24.831763, 36.05662, 36.05652),184
"181",184643218,"N","Konitsis","St",NA,1100,1298,1101,1199,2,c(24.832963, 24.832963, 36.05522, 36.05662),185
"182",184643220,"N","Achilleos","St",NA,6810,6846,6809,6825,2,c(24.832963, 24.831863, 36.05522, 36.05522),186
"183",184643221,"N","Ermou","St",NA,6900,6998,NA,NA,2,c(24.831663, 24.830163, 36.05302, 36.05292),187
"184",184643222,"N","Ermou","St",NA,NA,NA,NA,NA,2,c(24.832963, 24.831663, 36.05302, 36.05302),188
"185",184643223,"N","Ptotagora","St",NA,600,898,601,899,2,c(24.831463, 24.831663, 36.05042, 36.05302),189
"186",184643224,"N","Achilleos","St",NA,NA,NA,6701,6749,2,c(24.833763, 24.833541, 36.05472, 36.054859),190
"187",184643225,"N","Ermou","St",NA,6700,6798,6701,6799,2,c(24.833763, 24.832963, 36.05302, 36.05302),191
"188",184643226,"N","Konitsis","St",NA,600,698,601,699,2,c(24.832964, 24.832963, 36.05042, 36.05302),192
"189",184643228,"N","Obil","St",NA,600,898,601,899,2,c(24.833964, 24.833763, 36.05032, 36.05302),193
"190",184643230,"N","Ermou","St",NA,5900,6698,5901,6699,7,c(24.844036, 24.843464, 24.843213, 24.842761, 24.842585, 24.842259, 24.833763, 36.052201, 36.052209, 36.052226, 36.052328, 36.052447, 36.052515, 36.05302),194
"191",184643232,NA,"Padarn","St",NA,901,999,900,1132,7,c(24.834589, 24.834467, 24.834467, 24.834666, 24.834788, 24.835108, 24.835505, 36.054009, 36.055505, 36.055772, 36.055894, 36.056001, 36.056039, 36.055993),195
"192",184643233,NA,"Kakavaki","St",NA,1000,1198,1001,1199,6,c(24.836086, 24.835764, 24.835566, 24.835505, 24.835429, 24.835505, 36.054811, 36.055383, 36.055512, 36.055589, 36.055779, 36.055993),196
"193",184643234,NA,"Gkonas","Ln",NA,6500,6598,6501,6599,3,c(24.837163, 24.835863, 24.835263, 36.05752, 36.05772, 36.05842),197
"194",184643236,"N","Lakendra","Pky",NA,1300,1306,1301,1307,2,c(24.837163, 24.836863, 36.05752, 36.057923),198
"195",184643238,NA,"Padarn","St",NA,1001,1099,NA,NA,3,c(24.835505, 24.835886, 24.836207, 36.055993, 36.056039, 36.056092),199
"196",184643239,NA,"Wenna","St",NA,1000,1148,1001,1199,6,c(24.836086, 24.836727, 24.836727, 24.836605, 24.836406, 24.836207, 36.054811, 36.055146, 36.055291, 36.055459, 36.055589, 36.056092),200
"197",184643241,NA,"Kakavaki","St",NA,900,998,901,999,5,c(24.837566, 24.837047, 24.836788, 24.836345, 24.836086, 36.054406, 36.054215, 36.054223, 36.054223, 36.054811),201
"198",184643296,"N","Noost","St",NA,600,698,601,699,2,c(24.825963, 24.825863, 36.05042, 36.05092),206
"199",184643297,NA,"Egeou","Ave",NA,7200,7298,7201,7299,2,c(24.827461, 24.825963, 36.050435, 36.05042),207
"200",184643298,"S","Noost","St",NA,601,799,600,798,2,c(24.825963, 24.826063, 36.05042, 36.04842),208
"201",184643299,NA,"Sialens","Pl",NA,NA,NA,7300,7398,4,c(24.827738, 24.827296, 24.826899, 24.82635, 36.051583, 36.051461, 36.051507, 36.051805),209
"202",184643302,"S","Mewnol","St",NA,601,799,600,798,2,c(24.827461, 24.827463, 36.050435, 36.04842),210
"203",184643303,"S","Kassou","St",NA,801,999,800,998,2,c(24.824963, 24.824963, 36.04842, 36.04662),211
"204",184643304,"S","Els","St",NA,7300,7398,7301,7349,2,c(24.826063, 24.824963, 36.04842, 36.04842),212
"205",184643305,"S","Acera","St",NA,7400,7450,7401,7451,2,c(24.824963, 24.824563, 36.04662, 36.04662),213
"206",184643306,"S","Acera","St",NA,7300,7398,7301,7399,2,c(24.826163, 24.824963, 36.04662, 36.04662),214
"207",184643308,"S","Els","St",NA,7200,7298,7201,7299,2,c(24.827463, 24.826063, 36.04842, 36.04842),216
"208",184643309,"S","Noost","St",NA,801,999,800,998,2,c(24.826063, 24.826163, 36.04842, 36.04662),217
"209",184643310,"S","Mewnol","St",NA,801,999,800,998,2,c(24.827463, 24.827463, 36.04842, 36.04662),218
"210",184643311,"S","Els","St",NA,7100,7198,7101,7199,2,c(24.828863, 24.827463, 36.04842, 36.04842),219
