"","type","date(yyyyMMddHHmmss)","author","message","latitude","longitude","location","timestamp","id","cleaned","RT_pattern","RT_from","RT_message","RT_message_cleaned","user_mentioned","time_1min"
"695","mbdata",20140123175528,"Clevvah4Evah","The rally has peaked my interest! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:55:28,695,"rally peak interest","","","The rally has peaked my interest! #POK #Rally #Grammar","","","2014-01-23 17:55:00"
"696","mbdata",20140123175528,"Clevvah4Evah","Best seizure salad evvah #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:55:28,696,"good seizure salad evvah","","","Best seizure salad evvah #POK #Rally #Grammar","","","2014-01-23 17:55:00"
"697","mbdata",20140123175528,"KronosQuoth","Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI",NA,NA,NA,2014-01-23 17:55:28,697,"miserable motivate whatever do always choice","","","Be miserable. Or motivate yourself. Whatever has to be done, it's always your choice.  #POKRally #HI","","","2014-01-23 17:55:00"
"698","mbdata",20140123175528,"Clevvah4Evah","Your spelling and grammer are atrotious #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:55:28,698,"spell grammer atrotious","","","Your spelling and grammer are atrotious #POK #Rally #Grammar","","","2014-01-23 17:55:00"
"699","mbdata",20140123175554,"KronosQuoth","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI",NA,NA,NA,2014-01-23 17:55:54,699,"genuinely want something wait teach impatient","","","If you genuinely want something, don't wait for it -- teach yourself to be impatient.  #POKRally #HI","","","2014-01-23 17:55:00"
"700","mbdata",20140123175554,"KronosQuoth","You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI",NA,NA,NA,2014-01-23 17:55:54,700,"may succeed desire succeed may fail mind fail","","","You may only succeed if you desire succeeding; you may only fail if you do not mind failing.  #POKRally #HI","","","2014-01-23 17:55:00"
"701","mbdata",20140123175554,"KronosQuoth","The future heals descriptions of marvel #POKRally #HI",NA,NA,NA,2014-01-23 17:55:54,701,"future heal description marvel","","","The future heals descriptions of marvel #POKRally #HI","","","2014-01-23 17:55:00"
"702","mbdata",20140123175554,"KronosQuoth","If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:55:54,702,"want lift lift someone else","","","If you want to lift yourself up, lift up someone else.  #KronosStar #POKRally","","","2014-01-23 17:55:00"
"703","mbdata",20140123175622,"KronosQuoth","The best revenge is massive success.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:56:22,703,"good revenge massive success","","","The best revenge is massive success.  #KronosStar #POKRally","","","2014-01-23 17:56:00"
"704","mbdata",20140123175622,"Clevvah4Evah","Your spelling and grammer are atrotious #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:56:22,704,"spell grammer atrotious","","","Your spelling and grammer are atrotious #POK #Rally #Grammar","","","2014-01-23 17:56:00"
"705","mbdata",20140123175622,"KronosQuoth","Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI",NA,NA,NA,2014-01-23 17:56:22,705,"happiness butterfly pursue always beyond grasp","","","Happiness is a butterfly, which when pursued, is always beyond your grasp. #POKRally #HI","","","2014-01-23 17:56:00"
"706","mbdata",20140123175622,"KronosQuoth","As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI",NA,NA,NA,2014-01-23 17:56:22,706,"look ahead next century leader empower other","","","As we look ahead into the next century, leaders will be those who empower others.  #POKRally #HI","","","2014-01-23 17:56:00"
"707","mbdata",20140123175648,"vetsRock","RT @AbilaPost Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost",NA,NA,NA,2014-01-23 17:56:48,707,"environmental science professor lorenzo di stefano u abila address raly","RT @AbilaPost","AbilaPost","Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost","environmental science professor lorenzo di stefano u abila address raly","@AbilaPost","2014-01-23 17:56:00"
"708","mbdata",20140123175650,"deals4realz","Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars",NA,NA,NA,2014-01-23 17:56:50,708,"cheap car sale question ask carskronoschoppers","","","Cheap car sales! No questions asked!  cars.kronos/choppers  #abila #vans #cars","","","2014-01-23 17:56:00"
"709","mbdata",20140123175650,"KronosQuoth","I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI",NA,NA,NA,2014-01-23 17:56:50,709,"fail I just find way work","","","I have not failed. I've just found 10,000 ways that won't work.  #POKRally #HI","","","2014-01-23 17:56:00"
"710","mbdata",20140123175711,"KronosQuoth","Believe you can and youre halfway there.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:57:11,710,"believe can youre halfway","","","Believe you can and youre halfway there.  #KronosStar #POKRally","","","2014-01-23 17:57:00"
"711","mbdata",20140123175711,"KronosQuoth","Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI",NA,NA,NA,2014-01-23 17:57:11,711,"just caterpillar think world end turn butterfly","","","Just when the caterpillar thought the world was ending, he turned into a butterfly.  #POKRally #HI","","","2014-01-23 17:57:00"
"712","mbdata",20140123175711,"junkman377","How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit",NA,NA,NA,2014-01-23 17:57:11,712,"credit rate need boost fixitkronoscreditratings","","","How's your credit rating? Need a boost? fixit.kronos/creditratings #abila #badcredit","","","2014-01-23 17:57:00"
"713","mbdata",20140123175736,"Clevvah4Evah","Serving filay minion tonite #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:57:36,713,"serve filay minion tonite","","","Serving filay minion tonite #POK #Rally #Grammar","","","2014-01-23 17:57:00"
"714","mbdata",20140123175747,"eliza003","Someone said this real bad thing about you in a blog. click on watcher.kronos/filters   #pokRally",NA,NA,NA,2014-01-23 17:57:47,714,"someone say real bad thing blog click watcherkronosfilters","","","Someone said this real bad thing about you in a blog. click on watcher.kronos/filters   #pokRally","","","2014-01-23 17:57:00"
"715","mbdata",20140123175747,"maha_Homeland","Kronos citizens and Kronos businesses are mutually interdependence",NA,NA,NA,2014-01-23 17:57:47,715,"kronos citizen kronos business mutually interdependence","","","Kronos citizens and Kronos businesses are mutually interdependence","","","2014-01-23 17:57:00"
"716","mbdata",20140123175747,"Viktor-E","See Viktor-E perform live at viktor-e.kronos/musicvideos",NA,NA,NA,2014-01-23 17:57:47,716,"see viktore perform live viktorekronosmusicvideos","","","See Viktor-E perform live at viktor-e.kronos/musicvideos","","","2014-01-23 17:57:00"
"717","mbdata",20140123175747,"footfingers","corporations don't care about people or wildlife so why let them run your life? #POK",36.054,24.902,NA,2014-01-23 17:57:47,717,"corporation care people wildlife let run life","","","corporations don't care about people or wildlife so why let them run your life? #POK","","","2014-01-23 17:57:00"
"718","mbdata",20140123175747,"truccotrucco","dragging on & on im getting hungry",36.052,24.852,NA,2014-01-23 17:57:47,718,"drag im get hungry","","","dragging on & on im getting hungry","","","2014-01-23 17:57:00"
"719","mbdata",20140123175748,"lordWally","RT @AbilaPost Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost",NA,NA,NA,2014-01-23 17:57:48,719,"environmental science professor lorenzo di stefano u abila address raly","RT @AbilaPost","AbilaPost","Environmental Science Professor Lorenzo Di Stefano of U. of Abila is addressing the raly #POKrally #AbilaPost","environmental science professor lorenzo di stefano u abila address raly","@AbilaPost","2014-01-23 17:57:00"
"720","mbdata",20140123175800,"rnbwBrite","RT @POK Sustainability and responsible business practices are crucial to the success of our society",NA,NA,NA,2014-01-23 17:58:00,720,"sustainability responsible business practice crucial success society","RT @POK","POK","Sustainability and responsible business practices are crucial to the success of our society","sustainability responsible business practice crucial success society","@POK","2014-01-23 17:58:00"
"721","mbdata",20140123175807,"KronosQuoth","The best revenge is massive success.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:07,721,"good revenge massive success","","","The best revenge is massive success.  #KronosStar #POKRally","","","2014-01-23 17:58:00"
"722","mbdata",20140123175807,"junkieduck113","One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer",NA,NA,NA,2014-01-23 17:58:07,722,"one top disease help us cure diseasefundkronospayus","","","One of the top diseases- help us cure it! diseasefund.kronos/payus #abila #cancer","","","2014-01-23 17:58:00"
"723","mbdata",20140123175829,"KronosQuoth","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:29,723,"can easily forgive child afraid dark real tragedy life man afraid light","","","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally","","","2014-01-23 17:58:00"
"724","mbdata",20140123175829,"KronosQuoth","There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI",NA,NA,NA,2014-01-23 17:58:29,724,"two type people tell make difference world","","","There are two types of people who will tell you that you cannot make a difference in this world. #POKRally #HI","","","2014-01-23 17:58:00"
"725","mbdata",20140123175829,"KronosQuoth","I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:29,725,"attribute success never give take excuse","","","I attribute my success to this: I never gave or took any excuse.  #KronosStar #POKRally","","","2014-01-23 17:58:00"
"726","mbdata",20140123175849,"KronosQuoth","No one can make you feel inferior without your consent.  #POKRally #HI",NA,NA,NA,2014-01-23 17:58:49,726,"one can make feel inferior without consent","","","No one can make you feel inferior without your consent.  #POKRally #HI","","","2014-01-23 17:58:00"
"727","mbdata",20140123175849,"maskedWoman101","You look different in this photo. pics.kronos/pics  #abila #pictures",NA,NA,NA,2014-01-23 17:58:49,727,"look different photo picskronospics","","","You look different in this photo. pics.kronos/pics  #abila #pictures","","","2014-01-23 17:58:00"
"728","mbdata",20140123175849,"KronosQuoth","You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:58:49,728,"take life hand happen terrible thing one blame","","","You take your life in your own hands, and what happens? A terrible thing, no one to blame.  #KronosStar #POKRally","","","2014-01-23 17:58:00"
"729","mbdata",20140123175849,"Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,2014-01-23 17:58:49,729,"hand hurt think carpet tunnel","","","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar","","","2014-01-23 17:58:00"
"730","mbdata",20140123175900,"slamrjamr","RT @SaveOurWildlands How to power your radio with vegetables:  SOW.kronos/greenliving",NA,NA,NA,2014-01-23 17:59:00,730,"power radio vegetable sowkronosgreenliving","RT @SaveOurWildlands","SaveOurWildlands","How to power your radio with vegetables:  SOW.kronos/greenliving","power radio vegetable sowkronosgreenliving","@SaveOurWildlands","2014-01-23 17:59:00"
"731","mbdata",20140123175910,"KronosQuoth","Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:59:10,731,"life happen react","","","Life is 10% what happens to me and 90% of how I react to it.  #KronosStar #POKRally","","","2014-01-23 17:59:00"
"732","mbdata",20140123175933,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,732,"find real interest life curious life sleep important thing","","","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI","","","2014-01-23 17:59:00"
"733","mbdata",20140123175933,"KronosQuoth","Either write something worth reading or do something worth writing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 17:59:33,733,"either write something worth read something worth write","","","Either write something worth reading or do something worth writing.  #KronosStar #POKRally","","","2014-01-23 17:59:00"
"734","mbdata",20140123175933,"KronosQuoth","A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,734,"successful man one can lie firm foundation brick other throw","","","A successful man is one who can lay a firm foundation with the bricks others have thrown at him.  #POKRally #HI","","","2014-01-23 17:59:00"
"735","mbdata",20140123175933,"KronosQuoth","You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI",NA,NA,NA,2014-01-23 17:59:33,735,"get get every morning determination go go bed satisfaction","","","You've got to get up every morning with determination if you're going to go to bed with satisfaction.  #POKRally #HI","","","2014-01-23 17:59:00"
"736","mbdata",20140123180003,"KronosQuoth","The successful warrior is the average man, with laser-like focus.  #POKRally #HI",NA,NA,NA,2014-01-23 18:00:03,736,"successful warrior average man laserlike focus","","","The successful warrior is the average man, with laser-like focus.  #POKRally #HI","","","2014-01-23 18:00:00"
"737","mbdata",20140123180003,"KronosQuoth","If you do what youve always done, youll get what youve always gotten.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:03,737,"youve always do youll get youve always get","","","If you do what youve always done, youll get what youve always gotten.  #KronosStar #POKRally","","","2014-01-23 18:00:00"
"738","mbdata",20140123180003,"rockinHW","Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists",NA,NA,NA,2014-01-23 18:00:03,738,"artist musician need follower click followmekronosartists","","","Artist ? musician? need more followers ? click here  followme.kronos/artists #abila #artists","","","2014-01-23 18:00:00"
"739","mbdata",20140123180028,"Clevvah4Evah","In edition, you should always add instead of multiply #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:00:28,739,"edition always add instead multiply","","","In edition, you should always add instead of multiply #POK #Rally #Grammar","","","2014-01-23 18:00:00"
"740","mbdata",20140123180028,"KronosQuoth","What seems to us as bitter trials are often blessings in disguise. #POKRally #HI",NA,NA,NA,2014-01-23 18:00:28,740,"seem us bitter trial often blessing disguise","","","What seems to us as bitter trials are often blessings in disguise. #POKRally #HI","","","2014-01-23 18:00:00"
"741","mbdata",20140123180048,"KronosQuoth","Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:48,741,"start use can","","","Start where you are. Use what you have.  Do what you can.  #KronosStar #POKRally","","","2014-01-23 18:00:00"
"742","mbdata",20140123180048,"KronosQuoth","Either write something worth reading or do something worth writing.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:00:48,742,"either write something worth read something worth write","","","Either write something worth reading or do something worth writing.  #KronosStar #POKRally","","","2014-01-23 18:00:00"
"743","mbdata",20140123180112,"KronosQuoth","Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI",NA,NA,NA,2014-01-23 18:01:12,743,"bless can give without remember take without forget","","","Blessed are those who can give without remembering and take without forgetting.  #POKRally #HI","","","2014-01-23 18:01:00"
"744","mbdata",20140123180112,"rockinHW","free iThing contest click here contest.kronos/freeiThing  #abila #iThing",NA,NA,NA,2014-01-23 18:01:12,744,"free ithing contest click contestkronosfreeithing","","","free iThing contest click here contest.kronos/freeiThing  #abila #iThing","","","2014-01-23 18:01:00"
"745","mbdata",20140123180132,"KronosQuoth","If you can dream it, you can achieve it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:01:32,745,"can dream can achieve","","","If you can dream it, you can achieve it.  #KronosStar #POKRally","","","2014-01-23 18:01:00"
"746","mbdata",20140123180132,"KronosQuoth","Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:01:32,746,"remember get want sometimes wonderful stroke luck","","","Remember that not getting what you want is sometimes a wonderful stroke of luck.  #KronosStar #POKRally","","","2014-01-23 18:01:00"
"747","mbdata",20140123180132,"KronosQuoth","Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI",NA,NA,NA,2014-01-23 18:01:32,747,"courage resistance fear mastery fear absense fear","","","Courage is resistance to fear, mastery of fear - not absense of fear.  #POKRally #HI","","","2014-01-23 18:01:00"
"748","mbdata",20140123180203,"KronosQuoth","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:03,748,"find real interest life curious life sleep important thing","","","I find that when you have a real interest in life and a curious life, that sleep is not the most important thing.  #POKRally #HI","","","2014-01-23 18:02:00"
"749","mbdata",20140123180203,"Clevvah4Evah","Dont loose your way in the dark going home #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:02:03,749,"do loose way dark go home","","","Dont loose your way in the dark going home #POK #Rally #Grammar","","","2014-01-23 18:02:00"
"750","mbdata",20140123180205,"POK","Di Stefano: Long term profits are about more than just money",NA,NA,NA,2014-01-23 18:02:05,750,"di stefano long term profit just money","","","Di Stefano: Long term profits are about more than just money","","","2014-01-23 18:02:00"
"751","mbdata",20140123180205,"SaveOurWildlands","Thousands of cormorants may be exposed to chemicals according to a new study: SOW.kronos/distafano_S30127.pdf",NA,NA,NA,2014-01-23 18:02:05,751,"thousand cormorant may expose chemical accord new study sowkronosdistafanospdf","","","Thousands of cormorants may be exposed to chemicals according to a new study: SOW.kronos/distafano_S30127.pdf","","","2014-01-23 18:02:00"
"752","mbdata",20140123180205,"ourcountryourrights","demand accountability in government #POK",NA,NA,NA,2014-01-23 18:02:05,752,"demand accountability government","","","demand accountability in government #POK","","","2014-01-23 18:02:00"
"753","mbdata",20140123180205,"FriendsOfKronos","what we need to demand Proffessor is that people like you stop aiding terrorists #POK",NA,NA,NA,2014-01-23 18:02:05,753,"need demand proffessor people like stop aid terrorist","","","what we need to demand Proffessor is that people like you stop aiding terrorists #POK","","","2014-01-23 18:02:00"
"754","mbdata",20140123180227,"Clevvah4Evah","GAStech said they would give me a bonus! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:02:27,754,"gastech say give bonus","","","GAStech said they would give me a bonus! #POK #Rally #Grammar","","","2014-01-23 18:02:00"
"755","mbdata",20140123180227,"KronosQuoth","Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:02:27,755,"many us live dream live fear","","","Too many of us are not living our dreams because we are living our fears.  #KronosStar #POKRally","","","2014-01-23 18:02:00"
"756","mbdata",20140123180236,"maha_Homeland","Di Stefano: social engagement drives sustability innovation",NA,NA,NA,2014-01-23 18:02:36,756,"di stefano social engagement drive sustability innovation","","","Di Stefano: social engagement drives sustability innovation","","","2014-01-23 18:02:00"
"757","mbdata",20140123180250,"KronosQuoth","Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:50,757,"successful entrepreneur giver taker positive energy","","","Successful entrepreneurs are givers and not takers of positive energy.  #POKRally #HI","","","2014-01-23 18:02:00"
"758","mbdata",20140123180250,"KronosQuoth","Do one thing every day that scares you.  #POKRally #HI",NA,NA,NA,2014-01-23 18:02:50,758,"one thing every day scare","","","Do one thing every day that scares you.  #POKRally #HI","","","2014-01-23 18:02:00"
"759","mbdata",20140123180250,"whiteprotein","I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood",NA,NA,NA,2014-01-23 18:02:50,759,"lose bunch weight stuff work look news article dietkronosstarvenow","","","I lost a bunch of weight, this stuff works! look at news article diet.kronos/starvenow  #abila #bestfood","","","2014-01-23 18:02:00"
"760","mbdata",20140123180319,"Clevvah4Evah","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:03:19,760,"hand hurt think carpet tunnel","","","My hand hurts I think I have carpet tunnel #POK #Rally #Grammar","","","2014-01-23 18:03:00"
"761","mbdata",20140123180343,"KronosQuoth","If you can dream it, you can achieve it.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:03:43,761,"can dream can achieve","","","If you can dream it, you can achieve it.  #KronosStar #POKRally","","","2014-01-23 18:03:00"
"762","mbdata",20140123180401,"maha_Homeland","Di Stefano: Corporate sustainability is more than just turning the office lights off when you leave",NA,NA,NA,2014-01-23 18:04:01,762,"di stefano corporate sustainability just turn office light leave","","","Di Stefano: Corporate sustainability is more than just turning the office lights off when you leave","","","2014-01-23 18:04:00"
"763","mbdata",20140123180401,"choconibbs","Back at the #POKLiesinthePark #POKRallyinthePark",NA,NA,NA,2014-01-23 18:04:01,763,"back","","","Back at the #POKLiesinthePark #POKRallyinthePark","","","2014-01-23 18:04:00"
"764","ccdata",20140123180401,NA,"ALARM-SECURE NO CRIME",NA,NA,"3247 N. Mikonou St",2014-01-23 18:04:01,764,"alarmsecure crime","","","ALARM-SECURE NO CRIME","","","2014-01-23 18:04:00"
"765","mbdata",20140123180405,"plasticParts","RT @ourcountryourrights demand accountability in government #POK",NA,NA,NA,2014-01-23 18:04:05,765,"demand accountability government","RT @ourcountryourrights","ourcountryourrights","demand accountability in government #POK","demand accountability government","@ourcountryourrights","2014-01-23 18:04:00"
"766","mbdata",20140123180413,"KronosQuoth","Failure is the condiment that gives success its flavor.  #POKRally #HI",NA,NA,NA,2014-01-23 18:04:13,766,"failure condiment give success flavor","","","Failure is the condiment that gives success its flavor.  #POKRally #HI","","","2014-01-23 18:04:00"
"767","mbdata",20140123180413,"KronosQuoth","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:13,767,"can easily forgive child afraid dark real tragedy life man afraid light","","","We can easily forgive a child who is afraid of the dark; the real tragedy of life is when men are afraid of the light.  #KronosStar #POKRally","","","2014-01-23 18:04:00"
"768","mbdata",20140123180413,"KronosQuoth","I find that the harder I work, the more luck I seem to have.  #POKRally #HI",NA,NA,NA,2014-01-23 18:04:13,768,"find hard work luck seem","","","I find that the harder I work, the more luck I seem to have.  #POKRally #HI","","","2014-01-23 18:04:00"
"769","mbdata",20140123180413,"Clevvah4Evah","I would like to return the complement #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:04:13,769,"like return complement","","","I would like to return the complement #POK #Rally #Grammar","","","2014-01-23 18:04:00"
"770","mbdata",20140123180430,"POK","Di Stefano: we need to engage stakeholders at every level for a sophisticated global partnership",NA,NA,NA,2014-01-23 18:04:30,770,"di stefano need engage stakeholder every level sophisticate global partnership","","","Di Stefano: we need to engage stakeholders at every level for a sophisticated global partnership","","","2014-01-23 18:04:00"
"771","mbdata",20140123180430,"choconibbs","Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove",NA,NA,NA,2014-01-23 18:04:30,771,"dr dstrangeo talk bunch glassy eye sheep","","","Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove","","","2014-01-23 18:04:00"
"772","mbdata",20140123180435,"choconibbs","Go back to your farms, you sheep #baa-baa #POKRally",NA,NA,NA,2014-01-23 18:04:35,772,"go back farm sheep baa","","","Go back to your farms, you sheep #baa-baa #POKRally","","","2014-01-23 18:04:00"
"773","mbdata",20140123180444,"KronosQuoth","You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,773,"can never cross ocean courage lose sight shore","","","You can never cross the ocean until you have the courage to lose sight of the shore.  #KronosStar #POKRally","","","2014-01-23 18:04:00"
"774","mbdata",20140123180444,"KronosQuoth","It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,774,"matter slowly go long stop","","","It does not matter how slowly you go as long as you do not stop.  #KronosStar #POKRally","","","2014-01-23 18:04:00"
"775","mbdata",20140123180444,"KronosQuoth","You who are without sin, cast the first stone  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:04:44,775,"without sin cast first stone","","","You who are without sin, cast the first stone  #KronosStar #POKRally","","","2014-01-23 18:04:00"
"776","mbdata",20140123180447,"maha_Homeland","Di Stefano: We must hold businesses responsible for engagement and sustainability",NA,NA,NA,2014-01-23 18:04:47,776,"di stefano must hold business responsible engagement sustainability","","","Di Stefano: We must hold businesses responsible for engagement and sustainability","","","2014-01-23 18:04:00"
"777","mbdata",20140123180447,"choconibbs","If I see another Julianna-banana sign I'm going to vomit #POKRally",NA,NA,NA,2014-01-23 18:04:47,777,"see another juliannabanana sign I go vomit","","","If I see another Julianna-banana sign I'm going to vomit #POKRally","","","2014-01-23 18:04:00"
"778","ccdata",20140123180447,NA,"DISTURBANCE-NOISE",NA,NA,"101 Vatopediou Rd",2014-01-23 18:04:47,778,"disturbancenoise","","","DISTURBANCE-NOISE","","","2014-01-23 18:04:00"
"779","mbdata",20140123180501,"lindyT","RT @choconibbs Back at the #POKLiesinthePark #POKRallyinthePark",NA,NA,NA,2014-01-23 18:05:01,779,"back","RT @choconibbs","choconibbs","Back at the #POKLiesinthePark #POKRallyinthePark","back","@choconibbs","2014-01-23 18:05:00"
"780","mbdata",20140123180509,"KronosQuoth","Innovation distinguishes between a leader and a follower.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:09,780,"innovation distinguish leader follower","","","Innovation distinguishes between a leader and a follower.  #POKRally #HI","","","2014-01-23 18:05:00"
"781","mbdata",20140123180509,"KronosQuoth","It's not what you look at that matters, it's what you see.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:09,781,"look matter see","","","It's not what you look at that matters, it's what you see.  #POKRally #HI","","","2014-01-23 18:05:00"
"782","mbdata",20140123180509,"KronosQuoth","Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally",NA,NA,NA,2014-01-23 18:05:09,782,"life measure numb breath take moment take breath away","","","Life is not measured by the number of breaths we take, but by the moments that take our breath away.  #KronosStar #POKRally","","","2014-01-23 18:05:00"
"783","mbdata",20140123180515,"POK","Up next: Dr. Audrey Newman BS in Biology MS in Marine Biology PhD in Ecological Economics",NA,NA,NA,2014-01-23 18:05:15,783,"next dr audrey newman b biology ms marine biology phd ecological economics","","","Up next: Dr. Audrey Newman BS in Biology MS in Marine Biology PhD in Ecological Economics","","","2014-01-23 18:05:00"
"784","mbdata",20140123180515,"choconibbs","Over 10 years ago people. #getoverit #POKRally",NA,NA,NA,2014-01-23 18:05:15,784,"year ago people","","","Over 10 years ago people. #getoverit #POKRally","","","2014-01-23 18:05:00"
"785","ccdata",20140123180515,NA,"SUBJECT STOP",NA,NA,"1919 N. Pilau St",2014-01-23 18:05:15,785,"subject stop","","","SUBJECT STOP","","","2014-01-23 18:05:00"
"786","mbdata",20140123180521,"choconibbs","@Sara No you don't get it",NA,NA,NA,2014-01-23 18:05:21,786,"get","","","@Sara No you don't get it","","@Sara","2014-01-23 18:05:00"
"787","mbdata",20140123180530,"henri","RT @choconibbs Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove",NA,NA,NA,2014-01-23 18:05:30,787,"dr dstrangeo talk bunch glassy eye sheep","RT @choconibbs","choconibbs","Dr D'Strange-o talking to a bunch of glassy eyed sheep! #POKLove","dr dstrangeo talk bunch glassy eye sheep","@choconibbs","2014-01-23 18:05:00"
"788","mbdata",20140123180532,"Clevvah4Evah","Always flush out your ideas before presenting #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:05:32,788,"always flush idea present","","","Always flush out your ideas before presenting #POK #Rally #Grammar","","","2014-01-23 18:05:00"
"789","mbdata",20140123180537,"choconibbs","@Sara I'm angry over all the kids who got sick then",NA,NA,NA,2014-01-23 18:05:37,789,"I angry kid get sick","","","@Sara I'm angry over all the kids who got sick then","","@Sara","2014-01-23 18:05:00"
"790","mbdata",20140123180549,"choconibbs","@Sara POK says we kidnap and extort for Poor Julie #hogwash",NA,NA,NA,2014-01-23 18:05:49,790,"pok say kidnap extort poor julie","","","@Sara POK says we kidnap and extort for Poor Julie #hogwash","","@Sara","2014-01-23 18:05:00"
"791","mbdata",20140123180554,"KronosQuoth","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI",NA,NA,NA,2014-01-23 18:05:54,791,"think become capital asset matter whatever up down come across life","","","Thinking should become your capital asset, no matter whatever ups and downs you come across in your life.  #POKRally #HI","","","2014-01-23 18:05:00"
"792","mbdata",20140123180554,"Clevvah4Evah","My boss just made a 360 on his last decision! #POK #Rally #Grammar",NA,NA,NA,2014-01-23 18:05:54,792,"boss just make last decision","","","My boss just made a 360 on his last decision! #POK #Rally #Grammar","","","2014-01-23 18:05:00"
